"Account Number","Meter Number","Day","Hour of Day","Hourly Total","Daily Total","Unit of Measurement"
"0000 000 0000 0","0","02/13/2023","4:00 AM","0.7890","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","5:00 AM","0.7410","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","6:00 AM","0.9250","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","7:00 AM","2.0290","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","8:00 AM","0.8890","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","9:00 AM","1.7950","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","10:00 AM","2.6220","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","11:00 AM","0.7590","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","12:00 PM","0.7250","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","1:00 PM","0.7280","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","2:00 PM","1.1500","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","3:00 PM","0.7960","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","4:00 PM","0.8180","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","5:00 PM","0.9270","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","6:00 PM","3.3100","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","7:00 PM","1.7810","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","8:00 PM","1.7650","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","9:00 PM","0.8990","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","10:00 PM","0.8180","28.3140","kWh"
"0000 000 0000 0","0","02/13/2023","11:00 PM","1.0130","28.3140","kWh"
"0000 000 0000 0","0","02/14/2023","12:00 AM","0.6630","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","1:00 AM","0.6970","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","2:00 AM","0.6620","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","3:00 AM","0.6740","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","4:00 AM","0.6590","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","5:00 AM","0.6650","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","6:00 AM","0.6510","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","7:00 AM","2.2730","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","8:00 AM","0.9470","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","9:00 AM","0.9700","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","10:00 AM","2.1870","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","11:00 AM","0.9850","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","12:00 PM","0.9030","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","1:00 PM","0.9600","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","2:00 PM","0.8970","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","3:00 PM","0.6810","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","4:00 PM","0.9330","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","5:00 PM","2.9790","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","6:00 PM","4.9110","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","7:00 PM","1.6420","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","8:00 PM","1.1480","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","9:00 PM","2.0490","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","10:00 PM","0.7570","30.5700","kWh"
"0000 000 0000 0","0","02/14/2023","11:00 PM","0.6770","30.5700","kWh"
"0000 000 0000 0","0","02/15/2023","12:00 AM","0.6640","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","1:00 AM","1.0140","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","2:00 AM","0.8260","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","3:00 AM","0.6340","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","4:00 AM","0.6680","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","5:00 AM","0.6500","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","6:00 AM","0.6450","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","7:00 AM","1.8140","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","8:00 AM","1.1850","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","9:00 AM","2.2580","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","10:00 AM","1.5030","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","11:00 AM","2.6420","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","12:00 PM","0.7090","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","1:00 PM","0.9930","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","2:00 PM","1.1270","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","3:00 PM","1.1180","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","4:00 PM","0.8880","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","5:00 PM","1.5010","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","6:00 PM","2.2290","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","7:00 PM","1.1240","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","8:00 PM","1.2980","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","9:00 PM","0.9650","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","10:00 PM","1.4030","29.3340","kWh"
"0000 000 0000 0","0","02/15/2023","11:00 PM","1.4760","29.3340","kWh"
"0000 000 0000 0","0","02/16/2023","12:00 AM","1.2720","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","1:00 AM","0.6600","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","2:00 AM","0.6580","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","3:00 AM","1.1080","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","4:00 AM","0.7360","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","5:00 AM","0.6420","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","6:00 AM","0.6600","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","7:00 AM","1.6390","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","8:00 AM","1.0220","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","9:00 AM","0.7980","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","10:00 AM","0.9000","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","11:00 AM","0.9810","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","12:00 PM","2.1950","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","1:00 PM","1.0350","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","2:00 PM","1.1230","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","3:00 PM","0.8800","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","4:00 PM","0.9380","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","5:00 PM","0.9260","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","6:00 PM","2.1510","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","7:00 PM","0.9150","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","8:00 PM","1.3040","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","9:00 PM","0.9300","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","10:00 PM","0.9430","26.2480","kWh"
"0000 000 0000 0","0","02/16/2023","11:00 PM","1.8320","26.2480","kWh"
"0000 000 0000 0","0","02/17/2023","12:00 AM","0.6880","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","1:00 AM","0.7070","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","2:00 AM","0.6620","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","3:00 AM","0.6530","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","4:00 AM","1.1260","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","5:00 AM","0.6480","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","6:00 AM","0.6600","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","7:00 AM","1.6730","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","8:00 AM","0.8590","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","9:00 AM","1.8510","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","10:00 AM","3.3240","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","11:00 AM","4.4780","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","12:00 PM","1.5150","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","1:00 PM","1.1180","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","2:00 PM","0.9950","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","3:00 PM","0.9310","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","4:00 PM","0.9410","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","5:00 PM","4.7490","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","6:00 PM","3.5010","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","7:00 PM","2.4800","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","8:00 PM","1.8780","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","9:00 PM","0.9890","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","10:00 PM","0.8070","38.0950","kWh"
"0000 000 0000 0","0","02/17/2023","11:00 PM","0.8620","38.0950","kWh"
"0000 000 0000 0","0","02/18/2023","12:00 AM","0.9700","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","1:00 AM","0.6970","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","2:00 AM","0.7030","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","3:00 AM","0.6490","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","4:00 AM","0.6600","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","5:00 AM","0.6410","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","6:00 AM","0.6660","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","7:00 AM","1.6750","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","8:00 AM","1.0600","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","9:00 AM","0.8890","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","10:00 AM","0.9970","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","11:00 AM","1.5410","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","12:00 PM","1.4100","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","1:00 PM","0.7860","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","2:00 PM","0.8030","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","3:00 PM","1.0660","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","4:00 PM","1.7150","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","5:00 PM","2.8770","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","6:00 PM","2.6980","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","7:00 PM","0.8870","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","8:00 PM","1.3420","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","9:00 PM","0.9540","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","10:00 PM","0.9840","27.7920","kWh"
"0000 000 0000 0","0","02/18/2023","11:00 PM","1.1220","27.7920","kWh"
"0000 000 0000 0","0","02/19/2023","12:00 AM","0.8900","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","1:00 AM","0.7050","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","2:00 AM","0.9070","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","3:00 AM","0.6560","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","4:00 AM","0.6720","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","5:00 AM","0.6440","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","6:00 AM","0.6580","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","7:00 AM","0.9450","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","8:00 AM","2.5620","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","9:00 AM","1.3630","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","10:00 AM","1.5010","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","11:00 AM","1.0350","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","12:00 PM","1.5240","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","1:00 PM","0.7020","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","2:00 PM","0.6950","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","3:00 PM","3.9880","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","4:00 PM","4.6420","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","5:00 PM","2.8940","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","6:00 PM","1.1090","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","7:00 PM","1.3280","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","8:00 PM","2.2610","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","9:00 PM","0.9980","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","10:00 PM","0.8720","34.3460","kWh"
"0000 000 0000 0","0","02/19/2023","11:00 PM","0.7950","34.3460","kWh"
"0000 000 0000 0","0","02/20/2023","12:00 AM","0.8210","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","1:00 AM","0.6590","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","2:00 AM","0.7840","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","3:00 AM","0.7500","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","4:00 AM","0.6730","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","5:00 AM","0.7000","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","6:00 AM","0.7830","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","7:00 AM","1.3260","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","8:00 AM","1.0370","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","9:00 AM","1.4110","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","10:00 AM","1.2890","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","11:00 AM","0.8670","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","12:00 PM","0.8020","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","1:00 PM","0.8390","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","2:00 PM","0.8850","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","3:00 PM","0.7660","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","4:00 PM","0.7920","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","5:00 PM","1.5900","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","6:00 PM","1.5410","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","7:00 PM","1.8190","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","8:00 PM","1.7290","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","9:00 PM","0.8970","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","10:00 PM","0.8580","24.4570","kWh"
"0000 000 0000 0","0","02/20/2023","11:00 PM","0.8390","24.4570","kWh"
"0000 000 0000 0","0","02/21/2023","12:00 AM","0.6500","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","1:00 AM","0.7580","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","2:00 AM","0.7650","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","3:00 AM","0.7490","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","4:00 AM","0.6470","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","5:00 AM","0.6890","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","6:00 AM","0.7210","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","7:00 AM","1.8420","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","8:00 AM","1.2430","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","9:00 AM","1.2340","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","10:00 AM","0.9830","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","11:00 AM","1.0680","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","12:00 PM","1.0050","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","1:00 PM","1.4170","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","2:00 PM","0.9660","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","3:00 PM","1.0090","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","4:00 PM","1.0200","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","5:00 PM","1.5670","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","6:00 PM","1.7370","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","7:00 PM","2.8450","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","8:00 PM","4.3180","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","9:00 PM","1.2420","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","10:00 PM","0.8950","30.5360","kWh"
"0000 000 0000 0","0","02/21/2023","11:00 PM","1.1660","30.5360","kWh"
"0000 000 0000 0","0","02/22/2023","12:00 AM","0.7170","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","1:00 AM","0.7790","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","2:00 AM","0.6830","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","3:00 AM","0.7890","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","4:00 AM","0.7210","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","5:00 AM","0.7670","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","6:00 AM","0.6570","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","7:00 AM","0.7940","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","8:00 AM","1.1930","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","9:00 AM","1.8180","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","10:00 AM","2.2290","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","11:00 AM","1.0120","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","12:00 PM","1.0700","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","1:00 PM","1.0000","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","2:00 PM","0.8120","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","3:00 PM","1.2700","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","4:00 PM","1.3570","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","5:00 PM","2.3860","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","6:00 PM","1.7720","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","7:00 PM","1.8870","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","8:00 PM","1.7730","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","9:00 PM","1.2350","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","10:00 PM","0.7230","28.0830","kWh"
"0000 000 0000 0","0","02/22/2023","11:00 PM","0.6390","28.0830","kWh"
"0000 000 0000 0","0","02/23/2023","12:00 AM","0.6440","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","1:00 AM","0.6700","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","2:00 AM","0.6130","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","3:00 AM","0.9930","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","4:00 AM","0.8700","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","5:00 AM","0.7110","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","6:00 AM","0.6530","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","7:00 AM","1.3220","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","8:00 AM","2.6040","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","9:00 AM","2.9280","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","10:00 AM","2.2680","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","11:00 AM","2.3840","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","12:00 PM","0.9180","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","1:00 PM","0.9370","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","2:00 PM","0.8420","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","3:00 PM","0.9330","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","4:00 PM","0.9300","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","5:00 PM","1.3500","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","6:00 PM","1.1260","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","7:00 PM","1.3880","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","8:00 PM","1.1710","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","9:00 PM","0.8880","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","10:00 PM","1.2740","29.0840","kWh"
"0000 000 0000 0","0","02/23/2023","11:00 PM","0.6670","29.0840","kWh"
"0000 000 0000 0","0","02/24/2023","12:00 AM","0.6610","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","1:00 AM","0.6620","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","2:00 AM","0.6450","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","3:00 AM","0.6440","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","4:00 AM","0.6540","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","5:00 AM","0.6340","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","6:00 AM","0.6340","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","7:00 AM","1.8370","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","8:00 AM","1.0290","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","9:00 AM","0.9310","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","10:00 AM","0.9980","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","11:00 AM","1.8320","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","12:00 PM","2.0870","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","1:00 PM","1.9130","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","2:00 PM","1.2660","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","3:00 PM","0.9990","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","4:00 PM","2.6700","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","5:00 PM","1.5360","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","6:00 PM","3.7790","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","7:00 PM","1.1020","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","8:00 PM","1.3170","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","9:00 PM","0.9080","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","10:00 PM","0.9110","30.3590","kWh"
"0000 000 0000 0","0","02/24/2023","11:00 PM","0.7100","30.3590","kWh"
"0000 000 0000 0","0","02/25/2023","12:00 AM","0.7470","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","1:00 AM","0.7080","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","2:00 AM","0.7800","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","3:00 AM","0.7110","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","4:00 AM","0.8430","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","5:00 AM","0.6370","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","6:00 AM","0.6610","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","7:00 AM","0.6670","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","8:00 AM","2.0270","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","9:00 AM","1.1450","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","10:00 AM","1.4840","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","11:00 AM","4.4420","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","12:00 PM","1.4680","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","1:00 PM","1.4190","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","2:00 PM","0.7980","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","3:00 PM","0.8820","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","4:00 PM","1.1240","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","5:00 PM","1.6190","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","6:00 PM","2.8980","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","7:00 PM","2.1990","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","8:00 PM","0.9020","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","9:00 PM","0.8420","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","10:00 PM","1.2090","31.1960","kWh"
"0000 000 0000 0","0","02/25/2023","11:00 PM","0.9840","31.1960","kWh"
"0000 000 0000 0","0","02/26/2023","12:00 AM","0.7320","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","1:00 AM","0.7600","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","2:00 AM","0.7240","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","3:00 AM","0.7750","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","4:00 AM","0.7360","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","5:00 AM","0.8370","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","6:00 AM","0.6900","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","7:00 AM","0.6190","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","8:00 AM","1.6930","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","9:00 AM","3.7280","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","10:00 AM","5.9080","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","11:00 AM","0.9020","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","12:00 PM","0.8140","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","1:00 PM","0.8310","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","2:00 PM","1.2870","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","3:00 PM","0.9170","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","4:00 PM","0.8260","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","5:00 PM","1.6930","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","6:00 PM","2.0430","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","7:00 PM","2.7010","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","8:00 PM","2.0920","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","9:00 PM","1.7580","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","10:00 PM","1.0520","34.7970","kWh"
"0000 000 0000 0","0","02/26/2023","11:00 PM","0.6790","34.7970","kWh"
